chunk_id,num_movies,length,movie_ids,text
1033,5,1819,"133694,133698,133805,133931,134371","Movie: Promised Land
ID: 133694
Cast Members (15): Matt Damon, John Krasinski, Frances McDormand, Rosemarie DeWitt, Lucas Black, Hal Holbrook, Titus Welliver, Tim Guinee, Scoot McNairy, Terry Kinney...
Crew Members (16): Danny Elfman, Matt Damon, Matt Damon, Gus Van Sant, Gus Van Sant, Chris Moore, Lisa Jaime, John Krasinski, John Krasinski, Daniel B. Clancy...

Movie: Fly Me to the Moon
ID: 133698
Cast Members (11): Diane Kruger, Dany Boon, Alice Pol, Robert Plagnol, Jonathan Cohen, Bernadette ..."
1034,5,1881,"134371,134374,134411,134597,135397","Movie: Atlas Shrugged Part II
ID: 134371
Cast Members (19): Samantha Mathis, Jason Beghe, Esai Morales, Patrick Fabian, Kim Rhodes, Richard T. Jones, D. B. Sweeney, Paul McCrane, John Rubinstein, Robert Picardo...
Crew Members (8): John Putch, Harmon Kaslow, Jeff Freilich, Brian Patrick O'Toole, Ayn Rand, Duke Sandefur, John Aglialoro, Duncan Scott

Movie: Pain & Gain
ID: 134374
Cast Members (25): Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub, Ed Harris, Rob Corddry, Bar Paly, Reb..."
1035,5,1720,"135397,135595,136400,136795,136797","Movie: Jurassic World
ID: 135397
Cast Members (28): Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Nick Robinson, Ty Simpkins, Jake Johnson, Omar Sy, BD Wong, Judy Greer...
Crew Members (435): Steven Spielberg, John Papsidera, Frank Marshall, John Schwartzman, Christopher Boyes, Gary Rydstrom, Ronald R. Reiss, Martin Klebba, April Ferry, Michael Crichton...

Movie: Trade Of Innocents
ID: 135595
Cast Members (7): Dermot Mulroney, Mira Sorvino, John Billingsley, Trieu Tran, Kiều..."
1036,5,1874,"136797,136835,137093,137094,137106","Movie: Need for Speed
ID: 136797
Cast Members (46): Aaron Paul, Dominic Cooper, Imogen Poots, Rami Malek, Ramón Rodríguez, Harrison Gilbertson, Dakota Johnson, Michael Keaton, Scott Mescudi, Sir Maejor...
Crew Members (69): Ronna Kress, Paul Rubell, Jon Hutman, Ellen Mirojnick, Ellen Heuer, Doug E. Williams, Stuart M. Besser, Mark Sourian, John Gatins, John Gatins...

Movie: No Good Deed
ID: 136835
Cast Members (18): Idris Elba, Taraji P. Henson, Leslie Bibb, Kate del Castillo, Henry Simmons, Mi..."
1037,5,1411,"137106,137113,137321,137347,137955","Movie: The Lego Movie
ID: 137106
Cast Members (35): Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett, Nick Offerman, Alison Brie, Charlie Day, Liam Neeson, Morgan Freeman, Channing Tatum...
Crew Members (82): Mark Mothersbaugh, Michael Uslan, Mary Hidalgo, Roy Lee, Igor Khait, Dan Lin, Theresa Cullen, Phil Lord, Phil Lord, Michael Chang...

Movie: Edge of Tomorrow
ID: 137113
Cast Members (40): Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong, Tony Way, Kick Gurry, Fr..."
1038,5,1571,"137955,138103,138697,138832,138843","Movie: Crowsnest
ID: 137955
Cast Members (0): 
Crew Members (0): 

Movie: The Expendables 3
ID: 138103
Cast Members (31): Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger, Mel Gibson, Wesley Snipes, Randy Couture, Dolph Lundgren, Terry Crews, Kelsey Grammer...
Crew Members (85): Brian Tyler, Phil Bray, Sylvester Stallone, Sylvester Stallone, Kevin King Templeton, Sean Albertson, Les Weldon, Danny Lerner, Avi Lerner, Avi Lerner...

Movie: Don Jon
ID: 138697
Cast Members (53..."
1039,5,1346,"138843,138976,139038,139715,139948","Movie: The Conjuring
ID: 138843
Cast Members (23): Patrick Wilson, Vera Farmiga, Lili Taylor, Ron Livingston, Shanley Caswell, Hayley McFarland, Joey King, Mackenzie Foy, Kyla Deaver, Shannon Kook...
Crew Members (50): James Wan, Anne McCarthy, John R. Leonetti, Daniel Laurie, Rob Cowan, Carey Hayes, Chad Hayes, Walter Hamada, Peter Safran, Kirk M. Morri...

Movie: Treachery
ID: 138976
Cast Members (4): Matthew Ziff, Michael Biehn, Sarah Butler, Caitlin Keats
Crew Members (1): Travis Romero

Mov..."
1040,5,1522,"139948,139998,140300,140823,142061","Movie: Burn
ID: 139948
Cast Members (3): Donald Austin, Brendan ""Doogie"" Milewski, Dave Parnell
Crew Members (2): Tom Putnam, Brenna Sanchez

Movie: Supporting Characters
ID: 139998
Cast Members (8): Alex Karpovsky, Tarik Lowe, Arielle Kebbel, Melonie Diaz, Kevin Corrigan, Sophia Takal, Mike Landry, Lena Dunham
Crew Members (3): Daniel Schechter, Daniel Schechter, Tarik Lowe

Movie: Kung Fu Panda 3
ID: 140300
Cast Members (34): Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, J.K. Sim..."
1041,5,1717,"142061,142132,144336,144340,145220","Movie: Batman: The Dark Knight Returns, Part 2
ID: 142061
Cast Members (23): Peter Weller, Ariel Winter, David Selby, Michael Emerson, Mark Valley, Grey Griffin, Frank Welker, Dee Bradley Baker, Michael McKean, James Patrick Stuart...
Crew Members (8): Frank Miller, Frank Miller, Michael Uslan, Jay Oliva, Bob Goodman, Christopher D. Lozinski, Christopher Drake, Meredith Layne

Movie: Sugar Town
ID: 142132
Cast Members (11): John Taylor, Michael Des Barres, Martin Kemp, Jade Gordon, Larry Klein, ..."
1042,5,1698,"145220,146198,146203,146216,146227","Movie: Muppets Most Wanted
ID: 145220
Cast Members (66): Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, Matt Vogel, Peter Linz, Tom Hiddleston...
Crew Members (7): David Hoberman, Nicholas Stoller, Nicholas Stoller, Todd Lieberman, James Bobin, James Bobin, Bret McKenzie

Movie: Triple 9
ID: 146198
Cast Members (27): Casey Affleck, Chiwetel Ejiofor, Woody Harrelson, Kate Winslet, Anthony Mackie, Aaron Paul, Norman Reedus, Gal Gadot, Teresa Palmer, ..."
1043,5,1759,"146227,146233,146238,146239,146269","Movie: Getaway
ID: 146227
Cast Members (12): Ethan Hawke, Selena Gomez, Jon Voight, Paul Freeman, Bruce Payne, Rebecca Budig, Dimo Alexiev, Velislav Pavlov, Dejan Angelov, Peewee Piemonte...
Crew Members (15): Justin Caine Burnett, Moshe Diamant, Courtney Solomon, Courtney Solomon, Christopher Milburn, Allan Zeman, Ryan Dufrene, Yaron Levy, Nate Jones, Sean Finegan...

Movie: Prisoners
ID: 146233
Cast Members (34): Hugh Jackman, Jake Gyllenhaal, Paul Dano, Maria Bello, Melissa Leo, Viola Davis, ..."
1044,5,1507,"146269,146304,146631,146882,147441","Movie: The Young Unknowns
ID: 146269
Cast Members (6): Devon Gummersall, Arly Jover, Eion Bailey, Leslie Bibb, Dale Godboldo, Simon Templeman
Crew Members (6): Merrie Lawson, Wolfgang Bauer, Catherine Jelski, Catherine Jelski, Gabor Szitanyi, Gabor Szitanyi

Movie: The Best Man Holiday
ID: 146304
Cast Members (12): Terrence Howard, Harold Perrineau, Morris Chestnut, Sanaa Lathan, Taye Diggs, Regina Hall, Nia Long, Monica Calhoun, Melissa De Sousa, John Michael Higgins...
Crew Members (6): Sean D..."
1045,5,1305,"147441,147767,147773,150202,150211","Movie: Exodus: Gods and Kings
ID: 147441
Cast Members (24): Christian Bale, Joel Edgerton, John Turturro, Aaron Paul, Ben Mendelsohn, María Valverde, Sigourney Weaver, Ben Kingsley, Hiam Abbass, Isaac Andrews...
Crew Members (155): Dariusz Wolski, Alberto Iglesias, Ridley Scott, Ridley Scott, Janty Yates, Arthur Max, Steven Zaillian, Benjamín Fernández, Mark Huffam, Jeffrey Caine...

Movie: Khiladi 786
ID: 147767
Cast Members (6): Akshay Kumar, Asin Thottumkal, Himesh Reshammiya, Mithun Chakrabo..."
1046,5,1612,"150211,150540,150689,152532,152599","Movie: The Frozen
ID: 150211
Cast Members (2): Brit Morgan, Noah Segan
Crew Members (1): Andrew Hyatt

Movie: Inside Out
ID: 150540
Cast Members (65): Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling, Kaitlyn Dias, Diane Lane, Kyle MacLachlan, Paula Poundstone...
Crew Members (50): Andrew Stanton, Bob Peterson, John Lasseter, Tom Johnson, Ren Klyce, Ralph Eggleston, Katherine Sarafian, Ricky Nierva, Jonas Rivera, Patrick Lin...

Movie: Cinderella
ID: 150689
Cast Me..."
1047,5,1712,"152599,152601,152737,152742,152747","Movie: The Immigrant
ID: 152599
Cast Members (9): Marion Cotillard, Jeremy Renner, Joaquin Phoenix, Dagmara Domińczyk, Gabriel Rush, Antoni Corone, Deedee Luxe, Angela Sarafyan, Sofia Black-D'Elia
Crew Members (16): Darius Khondji, Patricia Norris, Greg Shapiro, James Gray, James Gray, James Gray, John Axelrad, Anthony Katagas, David Schlesinger, Happy Massee...

Movie: Her
ID: 152601
Cast Members (37): Joaquin Phoenix, Scarlett Johansson, Rooney Mara, Amy Adams, Olivia Wilde, Chris Pratt, Porti..."
1048,5,1534,"152747,152760,153158,153397,153518","Movie: All Is Lost
ID: 152747
Cast Members (1): Robert Redford
Crew Members (48): Steve Boeddeker, Steve Boeddeker, Steve Boeddeker, Marco Niro, Frank G. DeMarco, Frank G. DeMarco, Goro Koyama, Andy Malcolm, Leo Corey Castellano, Van Broughton Ramsey...

Movie: The Monuments Men
ID: 152760
Cast Members (22): Matt Damon, Cate Blanchett, George Clooney, Bill Murray, John Goodman, Hugh Bonneville, Jean Dujardin, Bob Balaban, Holger Handtke, Dimitri Leonidas...
Crew Members (21): Phedon Papamichael,..."
1049,5,1516,"153518,153795,156022,157058,157185","Movie: The Angry Birds Movie
ID: 153518
Cast Members (32): Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph, Bill Hader, Peter Dinklage, Sean Penn, Keegan-Michael Key, Kate McKinnon, Tony Hale...
Crew Members (6): Kent Beyda, Jon Vitti, Fergal Reilly, John Cohen, Clay Kaytis, Kevin Webb

Movie: Straight A's
ID: 153795
Cast Members (11): Anna Paquin, Ryan Phillippe, Luke Wilson, Powers Boothe, Riley Thomas Stewart, Ursula Parker, Christa Campbell, Tess Harper, Johnnie Brannon, Kristen Willia..."
1050,5,1705,"157185,157293,157336,157350,157353","Movie: Tin Can Man
ID: 157185
Cast Members (4): Michael Parle, Emma Eliza Regan, Patrick O'Donnell, Kreeta Taponen
Crew Members (4): Ivan Kavanagh, Ivan Kavanagh, Ivan Kavanagh, Colin Downey

Movie: ABCD (Any Body Can Dance)
ID: 157293
Cast Members (14): Prabhu Deva, Ganesh Acharya, Kay Kay Menon, Lauren Gottlieb, Salman Yusuff Khan, Punit Pathak, Noorin Sha, Saroj Khan, Remo D'Souza, Prince R. Gupta...
Crew Members (9): Ronnie Screwvala, Siddharth Roy Kapur, Sachin-Jigar, Tushar Hiranandani, Vi..."
1051,5,1923,"157353,157354,157386,157422,157544","Movie: Transcendence
ID: 157353
Cast Members (41): Johnny Depp, Paul Bettany, Rebecca Hall, Kate Mara, Morgan Freeman, Cillian Murphy, Cole Hauser, Clifton Collins Jr, Falk Hentschel, Kristen Rakes...
Crew Members (67): Mark A. Mangini, Christopher Nolan, Emma Thomas, Wally Pfister, John Papsidera, Richard L. Anderson, Gene Serdena, George L. Little, Wade Allen, Goro Koyama...

Movie: Fruitvale Station
ID: 157354
Cast Members (11): Michael B. Jordan, Octavia Spencer, Melonie Diaz, Ahna O'Reilly,..."
1052,5,1984,"157544,157547,157841,157847,157849","Movie: The Vatican Tapes
ID: 157544
Cast Members (9): Olivia Taylor Dudley, Michael Peña, Djimon Hounsou, Dougray Scott, Peter Andersson, Kathleen Robertson, John Patrick Amedori, Cas Anvar, Michael Paré
Crew Members (20): Tom Rosenberg, Gary Lucchesi, Jerry Fleming, Mark Neveldine, Chris Morgan, Christopher Borrelli, Joseph Bishara, Michael C. Martin, Tricia Wood, Deborah Rutherford...

Movie: Oculus
ID: 157547
Cast Members (10): Karen Gillan, Brenton Thwaites, Katee Sackhoff, James Lafferty, R..."
1053,5,1583,"157849,157909,158011,158015,158150","Movie: A Most Wanted Man
ID: 157849
Cast Members (28): Philip Seymour Hoffman, Rachel McAdams, Robin Wright, Daniel Brühl, Willem Dafoe, Grigoriy Dobrygin, Nina Hoss, Martin Wuttke, Kostja Ullmann, Rainer Bock...
Crew Members (42): Jina Jay, Simone Bär, Herbert Grönemeyer, Martin Steyer, Andrea Calderwood, Sebastian T. Krawinkel, Peter Clarke, Claire Simpson, Benoît Delhomme, Sharon Martin...

Movie: Show Me
ID: 157909
Cast Members (5): Michelle Nolden, Katharine Isabelle, Kett Turton, Gabriel H..."
1054,5,1567,"158150,158752,158852,158895,159014","Movie: How to Fall in Love
ID: 158150
Cast Members (10): Brooke D'Orsay, Eric Mabius, Jody Thompson, Gina Holden, Panou, Kathy Najimy, Jesse Hutch, Olivia Knowles, Barbara Tyson, April Telek
Crew Members (2): Mark Griffiths, Bart Fisher

Movie: Escape from Tomorrow
ID: 158752
Cast Members (8): Roy Abramsohn, Elena Schuber, Katelynn Rodriguez, Danielle Safady, Alison Lees-Taylor, Jack Dalton, Annet Mahendru, Lee Armstrong
Crew Members (10): Lawrence Kimble, Gioia Marchese, Gioia Marchese, Abel Ko..."
1055,5,1522,"159014,159037,159770,159824,160588","Movie: 20 Feet from Stardom
ID: 159014
Cast Members (15): Bette Midler, Mick Jagger, Sting, Sheryl Crow, Bruce Springsteen, Stevie Wonder, Darlene Love, Lou Adler, Stevvi Alexander, Patti Austin...
Crew Members (1): Morgan Neville

Movie: The Square
ID: 159037
Cast Members (7): Khalid Abdalla, Dina Abdullah, Dina Amer, Magdy Ashour, Ramy Essam, Ahmed Hassan, Aida Elkashef
Crew Members (8): Pierre Haberer, Pierre Haberer, Jehane Noujaim, Stefan Ronowicz, Maxyne Franklin, Maxyne Franklin, Maxyne F..."
1056,5,1400,"160588,161795,162396,162903,164372","Movie: Blue Jasmine
ID: 160588
Cast Members (16): Cate Blanchett, Alec Baldwin, Sally Hawkins, Bobby Cannavale, Louis C.K., Peter Sarsgaard, Andrew Dice Clay, Michael Stuhlbarg, Alden Ehrenreich, Charlie Tahan...
Crew Members (13): Javier Aguirresarobe, Juliet Taylor, Woody Allen, Woody Allen, Alisa Lepselter, Letty Aronson, Stephen Tenenbaum, Patricia Kerrigan DiCerto, Suzy Benzinger, Santo Loquasto...

Movie: Déjà Vu
ID: 161795
Cast Members (11): Stephen Dillane, Victoria Foyt, Vanessa Redgrav..."
1057,5,1429,"164372,164457,164558,165864,166424","Movie: The Snow Queen
ID: 164372
Cast Members (5): Ivan Okhlobystin, Dmitriy Nagiev, Lyudmila Artemeva, Anna Ardova, Elizaveta Arzamasova
Crew Members (4): Vladlen Barbe, Vladlen Barbe, Maksim Sveshnikov, Maksim Sveshnikov

Movie: Out of the Furnace
ID: 164457
Cast Members (41): Christian Bale, Zoe Saldana, Woody Harrelson, Sam Shepard, Willem Dafoe, Forest Whitaker, Casey Affleck, Boyd Holbrook, Tom Bower, Gordon Michaels...
Crew Members (19): Ronna Kress, Ridley Scott, Tony Scott, Thérèse DePr..."
1058,5,1719,"166424,166624,167073,168027,168259","Movie: Fantastic Four
ID: 166424
Cast Members (28): Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell, Toby Kebbell, Reg E. Cathey, Tim Blake Nelson, Joshua Montes, Dan Castellaneta, Owen Judge...
Crew Members (119): Robert Kulzer, Ronna Kress, Stephen E. Rivkin, Matthew Vaughn, Victor J. Zolfo, Stan Lee, Stan Lee, Paul Hughen, Simon Kinberg, Simon Kinberg...

Movie: Treading Water
ID: 166624
Cast Members (7): Douglas Smith, Zoë Kravitz, Ariadna Gil, Don McKellar, Kim Ly, Gonzalo Vega, Carr..."
1059,5,1752,"168259,168530,168672,168705,169917","Movie: Furious 7
ID: 168259
Cast Members (52): Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson, Ludacris, Jordana Brewster, Djimon Hounsou, Tony Jaa, Ronda Rousey...
Crew Members (98): James Wan, Sanja Milkovic Hays, Peter Brown, Christian Wagner, Jacques Haitkin, Brian Tyler, Gary Scott Thompson, Paul Walker, Michael Fottrell, Anne McCarthy...

Movie: Ride Along
ID: 168530
Cast Members (45): Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill, Tika Sumpter, Bryan Calle..."
1060,5,1869,"169917,170480,170687,171274,171424","Movie: A Walk Among the Tombstones
ID: 169917
Cast Members (48): Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook, Adam David Thompson, Razane Jammal, Astro, Ólafur Darri Ólafsson, Marina Squerciati, Sebastian Roché...
Crew Members (58): Avy Kaufman, Danny DeVito, Scott Frank, Scott Frank, Michael Shamberg, Stacey Sher, David Brisbin, Jill Savitt, Lawrence Block, Mihai Malaimare Jr....

Movie: The Deported
ID: 170480
Cast Members (18): Nicholas Turturro, Talia Shire, Paul Rodríguez, Gary V..."
1061,5,1719,"171424,171759,172385,172391,172533","Movie: The Green Inferno
ID: 171424
Cast Members (21): Lorenza Izzo, Ariel Levy, Sky Ferreira, Nicolas Martinez, Kirby Bliss Blanton, Magda Apanowicz, Matías López, Daryl Sabara, Aaron Burns, Ignacia Allamand...
Crew Members (57): Eli Roth, Eli Roth, Eli Roth, Kelly Wagner, Gregory Nicotero, Howard Berger, Jason Blum, Nicolás López, Ernesto Díaz Espinoza, Guillermo Amoedo...

Movie: The Lost Medallion: The Adventures of Billy Stone
ID: 171759
Cast Members (9): William Brent, Sammi Hanratty, Jame..."
1062,5,1190,"172533,173224,173931,174311,174362","Movie: Drinking Buddies
ID: 172533
Cast Members (14): Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston, Ti West, Jason Sudeikis, Mike Brune, Frank V. Ross, Michael Gaertner, Kristin Davis...
Crew Members (22): Joe Swanberg, Joe Swanberg, Joe Swanberg, Joe Swanberg, Anish Savjani, Olivia Wilde, Mark Bennett, Amanda Ford, Alicia Van Couvering, Michaela McKee...

Movie: Along the Roadside
ID: 173224
Cast Members (3): Michael Madsen, Iman Crosson, Lazar Ristovski
Crew Members (2): Zoran Lis..."
1063,5,1649,"174362,174751,175291,175528,175541","Movie: Bending Steel
ID: 174362
Cast Members (0): 
Crew Members (5): Dave Carroll, Dave Carroll, Ryan Scafuro, Ryan Scafuro, John Hoyt

Movie: Jane Got a Gun
ID: 174751
Cast Members (15): Natalie Portman, Joel Edgerton, Ewan McGregor, Noah Emmerich, Boyd Holbrook, Rodrigo Santoro, Alex Manette, Todd Stashwick, James Burnett, Sam Quinn...
Crew Members (16): Natalie Portman, Joel Edgerton, Alan Cody, Scott Steindorff, Scott LaStaiti, Chris Coen, Mandy Walker, Aleen Keshishian, Marko A. Costanzo, G..."
1064,5,1419,"175541,175555,175574,176074,176077","Movie: Black Nativity
ID: 175541
Cast Members (9): Forest Whitaker, Angela Bassett, Jennifer Hudson, Tyrese Gibson, Jacob Latimore, Mary J. Blige, Nas, Vondie Curtis-Hall, J. Mallory-McCree
Crew Members (14): Kasi Lemmons, Kasi Lemmons, Kristi Zea, Anastas N. Michos, Terilyn A. Shropshire, Gersha Phillips, Laura Karpman, Trudie Styler, Diane Lederman, T.D. Jakes...

Movie: A Madea Christmas
ID: 175555
Cast Members (15): Tyler Perry, Anna Maria Horsford, Tika Sumpter, Eric Lively, Chad Michael Mu..."
1065,5,1651,"176077,176124,177572,177677,178862","Movie: Enter the Dangerous Mind
ID: 176077
Cast Members (6): Jake Hoffman, Nikki Reed, Thomas Dekker, Scott Bakula, Jason Priestley, Gina Rodriguez
Crew Members (3): Youssef Delara, Victor Teran, Victor Teran

Movie: Home Run
ID: 176124
Cast Members (14): Scott Elrod, Dorian Brown, Charles Henry Wyson, James Devoti, Nicole Leigh, Drew Waters, Vivica A. Fox, Robert Peters, Samantha Isler, Ty Fanning...
Crew Members (6): Eric Newman, David Boyd, Beverly Holloway, Candace Lee, Brian Brightly, Kevin..."
1066,5,1834,"178862,179144,180296,180383,181283","Movie: Aroused
ID: 178862
Cast Members (16): Lisa Ann, Kayden Kross, Belladonna, Katsuni, Teagan Presley, Ash Hollywood, Misty Stone, Tanya Tate, Asphyxia Noir, Jesse Jane...
Crew Members (11): Deborah Anderson, Deborah Anderson, Christopher Gallo, Christopher Gallo, Mike Moz, Trina Venit, Damion Anderson, David Schenk, Marcia Hamilton, Ryan Garner...

Movie: The Great Beauty
ID: 179144
Cast Members (14): Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso, Iaia Forte, Pamela Villore..."
1067,5,1745,"181283,181330,181533,181940,182291","Movie: Child 44
ID: 181283
Cast Members (24): Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman, Paddy Considine, Jason Clarke, Mark Lewis Jones, Vincent Cassel, Fares Fares, Nikolaj Lie Kaas...
Crew Members (64): Ridley Scott, Pietro Scalia, Dylan Tichenor, Richard Price, Ellen Heuer, Oliver Wood, Christopher Assells, Per Hallberg, Per Hallberg, Nina Gold...

Movie: Kevin Hart: Let Me Explain
ID: 181330
Cast Members (7): Kevin Hart, David Terrell, David Jason Perez, Justine Herron, Harry Ratc..."
1068,5,1674,"182291,182873,183894,184098,184315","Movie: On The Downlow
ID: 182291
Cast Members (24): Tony Sancho, Michael Cortez, Donato Cruz, Felipe Camacho, Carmen Cenko, Jonathan Rodriguez, Adelina Quinones, Beatriz Jamaica, Tatiana Suarez-Pico, Eric Ambriz...
Crew Members (4): Tadeo Garcia, Tadeo Garcia, Roger B. Domian, Roger B. Domian

Movie: Green Street Hooligans: Underground
ID: 182873
Cast Members (24): Scott Adkins, Joey Ansah, Kacey Clarke, Mark Wingett, Roberta Taylor, George Russo, Billy Cook, Marcus Byron Keating, Christian Howa..."
1069,5,1771,"184315,184341,184345,184346,184374","Movie: Hercules
ID: 184315
Cast Members (26): Dwayne Johnson, Ian McShane, John Hurt, Rufus Sewell, Aksel Hennie, Ingrid Bolsø Berdal, Reece Ritchie, Joseph Fiennes, Tobias Santelmann, Peter Mullan...
Crew Members (77): Lucinda Syson, Mark Helfrich, Amanda Mackey, Cathy Sandrich, Beau Flynn, Martin Cantwell, Jany Temime, Peter Burgis, Dante Spinotti, Tina Jones...

Movie: Hands of Stone
ID: 184341
Cast Members (14): Robert De Niro, Edgar Ramírez, Jurnee Smollett, Ellen Barkin, Rubén Blades, Ushe..."
1070,5,1464,"184374,185008,185465,185567,186935","Movie: Cinco de Mayo: La Batalla
ID: 184374
Cast Members (11): Christian Vazquez, Liz Gallardo, Angélica Aragón, Kuno Becker, Ginés García Millán, Noe Hernandez, Andrés Montiel, Pablo Abitia, Pascacio López, Álvaro García Trujillo...
Crew Members (23): Gerardo Albarrán, Bill Mellow, José Luis Aguilar, Germán Lammers, Christian Giraud, Christian Giraud, Maureen Murphy, Alan Kelvin Contreras, Hugo DeLaCerda, Rafa Lara...

Movie: Yeh Jawaani Hai Deewani
ID: 185008
Cast Members (6): Ranbir Kapoor, D..."
1071,5,1758,"186935,187017,188161,188166,188207","Movie: Heli
ID: 186935
Cast Members (5): Armando Espitia, Andrea Vergara, Linda Gonzalez, Juan Eduardo Palacios, Kenny Johnston
Crew Members (6): Natalia López, Amat Escalante, Amat Escalante, Lorenzo Hagerman, Inti Aldasoro, Gabriel Reyes

Movie: 22 Jump Street
ID: 187017
Cast Members (25): Jonah Hill, Channing Tatum, Dave Franco, Ice Cube, Nick Offerman, Peter Stormare, Rob Riggle, Wyatt Russell, Richard Grieco, Amber Stevens...
Crew Members (34): Jeanne McCarthy, Mark Mothersbaugh, Neal H. Mo..."
1072,5,1575,"188207,188652,188927,189711,190847","Movie: The Legend of Hercules
ID: 188207
Cast Members (19): Kellan Lutz, Liam McIntyre, Gaia Weiss, Scott Adkins, Roxanne McKee, Liam Garrigan, Jukka Hilden, Rade Serbedzija, Johnathon Schaech, Luke Newberry...
Crew Members (54): Sean Hood, Boaz Davidson, Renny Harlin, Renny Harlin, Renny Harlin, Les Weldon, Danny Lerner, Avi Lerner, John Thompson, Luca Tranchino...

Movie: The Ghastly Love of Johnny X
ID: 188652
Cast Members (7): Will Keenan, Creed Bratton, De Anna Joy Brooks, Reggie Bannister,..."
1073,5,1673,"190847,190859,190955,191229,191714","Movie: The Last Days on Mars
ID: 190847
Cast Members (11): Liev Schreiber, Romola Garai, Elias Koteas, Olivia Williams, Johnny Harris, Goran Kostić, Tom Cullen, Yusra Warsama, Patrick Joseph Byrnes, Lewis Macleod...
Crew Members (38): Shaheen Baig, Michael Kuhn, Steven Lawrence, Max Richter, Clive Dawson, Jonathan Loughran, Robbie Ryan, Christopher Atkinson, Philip Elton, Ruairi Robinson...

Movie: American Sniper
ID: 190859
Cast Members (81): Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Ko..."
1074,5,1777,"191714,192102,192132,192134,192136","Movie: The Lunchbox
ID: 191714
Cast Members (9): Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Denzil Smith, Bharati Achrekar, Nakul Vaid, Yashvi Puneet Nagar, Lillete Dubey, Shruti Bapna
Crew Members (8): Michael Simmonds, Max Richter, John F. Lyons, Ritesh Batra, Ritesh Batra, Seher Latif, Niharika Khan, Shruti Gupte

Movie: 3 Days to Kill
ID: 192102
Cast Members (16): Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jo..."
1075,5,1587,"192136,192141,192210,192577,193603","Movie: Mandela: Long Walk to Freedom
ID: 192136
Cast Members (15): Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa, Fana Mokoena, Robert Hobbs, Jamie Bartlett, Lindiwe Matshikiza, Terry Pheto, Deon Lotz...
Crew Members (10): David M. Thompson, William Nicholson, Moonyeenn Lee, Alex Heffes, Diana Cilliers, Anant Singh, Justin Chadwick, Lol Crawley, Ruy Filipe, Rick Russell

Movie: No Escape
ID: 192141
Cast Members (23): Owen Wilson, Lake Bell, Pierce Brosnan, Sterling Jerins, Claire Geare, S..."
1076,5,1472,"193603,193610,193613,193722,193756","Movie: Hayride
ID: 193603
Cast Members (5): Richard Tyson, Sherri Eakin, Jeremy Ivy, Jeremy Sande, Corlandos Scott 
Crew Members (2): Terron R. Parsons, Terron R. Parsons

Movie: The Other Woman
ID: 193610
Cast Members (16): Cameron Diaz, Leslie Mann, Kate Upton, Don Johnson, Nikolaj Coster-Waldau, Taylor Kinney, Nicki Minaj, Alyshia Ochse, David Thornton, Kenneth Maharaj...
Crew Members (4): Matthew Barry, Nick Cassavetes, Julie Yorn, Melissa Stack

Movie: Metallica: Through the Never
ID: 19361..."
1077,5,1670,"193756,193893,194588,194662,195589","Movie: Lone Survivor
ID: 193756
Cast Members (47): Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster, Yousuf Azami, Ali Suliman, Eric Bana, Alexander Ludwig, Rich Ting, Dan Bilzerian...
Crew Members (48): Ronald R. Reiss, Akiva Goldsman, Mark Damon, Tom Duffield, Mark Peterson, Mark Wahlberg, Barry Spikings, Amy Stofsky, Tobias A. Schliessler, George Furla...

Movie: Let's Be Cops
ID: 193893
Cast Members (74): Jake Johnson, Damon Wayans Jr., Nina Dobrev, Rob Riggle, James D'Arcy, Keegan-Mic..."
